Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2013,Robert Alford,Southeast Louisiana,CB,70.13,188,9.5,32.08,,4.39,17,40,132,4.23,6.89,
2013,Keenan Allen,California,WR,74,206,10,32.75,,,,,,,,
2013,Ryan Allen,Louisiana Tech,P,73.5,229,9.63,32.5,,,,,,,,
2013,Zach Allen,North Carolina State,OG,73.75,332,9.88,33.48,,5.43,32,27.5,93,4.96,,
2013,Kiko Alonso,Oregon,ILB,75.38,238,9.75,32.125,,4.74,,30.5,117,4.18,6.96,
2013,David Amerson,North Carolina State,CB,73,205,10.5,32.58,,4.44,15,35.5,127,4.13,6.75,
2013,C.J. Anderson,California,RB,68.13,224,9.08,30,,4.6,17,32,119,4.12,7.15,
2013,Ezekial Ansah,Brigham Young,DE,77.25,271,10.25,35.18,,4.63,21,34.5,118,4.26,7.11,
2013,Marc Anthony,California,CB,71.38,196,9,32.18,,4.63,12,35,118,4.07,6.74,
2013,Terron Armstead,Arkansas-Pine Bluff,OT,76.75,306,9.25,34.08,27,4.71,31,34.5,112,4.72,7.62,
2013,Tavon Austin,West Virginia,WR,68.5,174,9.18,30.08,7,4.34,14,32,120,4.01,,
2013,Jeff Baca,UCLA,OG,75.38,302,9.75,34.28,34,5.03,28,26.5,100,4.44,7.26,
2013,Alvin Bailey,Arkansas,OG,75.13,312,9.38,34.68,,4.95,27,,,4.69,7.5,
2013,Stedman Bailey,West Virginia,WR,70.25,193,9.78,32.68,,4.52,11,34.5,117,4.09,6.81,
2013,David Bakhtiari,Colorado,OT,76.25,299,9.5,34.08,,5.18,28,25.5,101,4.74,7.7,
2013,Montee Ball,Wisconsin,RB,70.5,214,9.08,32.63,,4.66,15,32,118,4.4,6.88,
2013,Johnthan Banks,Mississippi State,CB,74,185,9.25,33.78,,4.61,10,34,125,4.27,6.97,
2013,Chris Barker,Nevada,OG,74.63,305,9.38,33.08,,5.25,29,27.5,99,4.77,8.09,
2013,Matt Barkley,Southern California,QB,74.5,230,10.08,30.63,30,4.91,,,,4.58,,
2013,Kenjon Barner,Oregon,RB,69.25,196,9.18,29.63,,4.52,20,35.5,122,4.2,6.87,11.33
2013,T.J. Barnes,Georgia Tech,DT,78.25,369,10.75,34.78,,5.3,25,22,97,4.96,8.26,
2013,Sam Barrington,South Florida,ILB,72.88,246,10.25,32.28,,4.91,22,32.5,117,4.25,7.16,
2013,David Bass,Missouri Western,DE,75.88,262,10.5,33.48,,4.84,20,30.5,111,4.33,7.07,
2013,Steve Beauharnais,Rutgers,ILB,72.88,240,9.13,32.68,,4.84,19,33,118,4.2,6.99,11.95
2013,Nick Becton,Virginia Tech,OT,77.25,323,9,35.48,,5.2,19,29.5,109,4.57,7.77,
2013,Le'Veon Bell,Michigan State,RB,73.38,230,9.58,31.5,,4.6,24,31.5,118,4.24,6.75,
2013,Giovani Bernard,North Carolina,RB,68.38,202,9.38,28,25,4.53,19,33.5,122,4.12,6.91,11.41
2013,Tommy Bohanon,Wake Forest,FB,73,246,10.08,30.13,,4.88,36,35,119,4.42,7.27,11.94
2013,Travis Bond,North Carolina,OG,77.88,329,9.63,35.48,,5.27,22,22.5,98,4.96,7.85,
2013,Alan Bonner,Jacksonville State (AL),WR,70.25,193,9.38,30.28,,4.59,14,33,117,4.15,7.04,
2013,Zach Boren,Ohio State,FB,71.5,238,10.08,31.5,,5,15,32,109,4.44,7.28,12.12
2013,Jon Bostic,Florida,ILB,72.88,245,9.63,33.08,23,4.61,22,32.5,118,4.24,6.99,
2013,Michael Bowie,Northeastern State (OK),OT,76.63,330,10.38,34.25,,5.28,19,25.5,95,4.84,8.06,
2013,Josh Boyce,Texas Christian,WR,71.13,206,9.28,31.28,,4.38,22,34,131,4.1,6.68,11.26
2013,Josh Boyd,Mississippi State,DT,74.63,310,9.25,32.08,,5.14,32,26.5,104,4.64,7.16,
2013,John Boyett,Oregon,FS,69.88,204,8.5,30.48,,4.64,27,,,,,
2013,Tyler Bray,Tennessee,QB,78.13,232,9.28,33,24,5.05,,,100,4.51,7.2,
2013,Dylan Breeding,Arkansas,P,73.25,213,8.88,31,,4.74,11,29,110,,,
2013,Arthur Brown,Kansas State,OLB,72.38,241,10,32.48,20,4.62,21,32.5,116,4.31,7.07,
2013,Braden Brown,Brigham Young,OT,77.38,310,10.25,34.28,,5.2,26,28,100,4.7,7.43,
2013,D.J. Brown,Miami (OH),CB,72.5,188,9.25,30.25,,4.57,6,36.5,123,4.16,6.8,
2013,Justin Brown,Oklahoma,WR,75.13,207,9.63,32,,4.6,8,30.5,117,4.31,6.96,
2013,Marlon Brown,Georgia,WR,75.88,213,8.38,32.75,,,10,,,,,
2013,Armonty Bryant,East Central (OK),DE,75.88,263,9.75,35.68,,4.86,15,31.5,118,5,7.32,
2013,Michael Buchanan,Illinois,DE,77.38,255,9.88,34.08,,4.78,22,33,113,4.44,6.91,
2013,Rex Burkhead,Nebraska,RB,70.25,214,9.68,30.88,,4.73,21,39,125,4.09,6.85,11.51
2013,Adrian Bushell,Louisville,CB,69.38,186,9.25,32.08,,4.58,17,33,116,4.25,6.92,
2013,Brice Butler,San Diego State,WR,75.25,214,9.38,34.5,,4.37,,39,129,4.4,6.7,
2013,Carter Bykowski,Iowa State,OT,78.88,306,9.75,33.75,,5.3,25,28.5,106,4.72,7.84,
2013,Colby Cameron,Louisiana Tech,QB,74.13,212,9.08,32,,4.78,,30.5,112,4.28,6.98,
2013,William Campbell,Michigan,DT,76.63,311,10.5,33.5,,5.15,35,27,106,4.7,7.3,
2013,Anthony Cantele,Kansas State,K,70,180,9.13,29.25,,,,,,,,
2013,Cornellius Carradine,Florida State,DE,76.13,276,10.25,34.75,,4.75,28,,,,,
2013,Mike Catapano,Princeton,DE,75.88,271,10.38,33.75,,4.75,33,37.5,116,4.31,7.09,
2013,Braxston Cave,Notre Dame,C,75.25,303,9.38,32.08,,5.33,32,25.5,98,4.71,7.81,
2013,Emmett Cleary,Boston College,OT,78.88,316,9.75,34.28,,5.21,24,28.5,108,4.7,7.81,
2013,Jamie Collins,Southern Mississippi,OLB,75.5,250,9.75,33.68,17,4.64,19,41.5,139,4.32,7.1,11.55
2013,Jasper Collins,Mount Union (OH),WR,70.25,180,9.13,29.5,,4.47,12,34.5,121,4.07,6.85,
2013,Sanders Commings,Georgia,CB,72.13,216,8.88,32.08,22,4.41,23,34.5,117,4.3,7.1,
2013,Jonathan Cooper,North Carolina,OG,74.13,311,10.25,33.08,34,5.07,35,27,108,4.84,7.78,
2013,Marcus Cooper,Rutgers,CB,74.13,192,9.25,32.75,,4.45,20,39.5,129,4.42,6.89,
2013,Bobby Cowan,Idaho,P,76.25,219,9,31.5,,,,,,,,
2013,Michael Cox,Massachusetts,RB,71.75,222,8.75,32.5,,4.58,24,41,131,4.08,6.87,
2013,Marcus Cromartie,Wisconsin,CB,72,195,9.5,33.375,,4.41,14,34,121,4.19,6.85,
2013,Justice Cunningham,South Carolina,TE,74.63,258,10.08,33.78,,4.94,17,31.5,116,4.45,7.12,11.88
2013,Johnathan Cyprien,Florida International,SS,72.25,217,10.25,31.68,,4.56,18,38.5,119,4.44,7.01,
2013,B.J. Daniels,South Florida,QB,70.63,222,9,32,,4.63,20,32.5,114,4.27,7.02,
2013,Cody Davis,Texas Tech,FS,73.88,203,9.5,30.625,,4.41,15,41.5,123,4.01,6.77,
2013,Knile Davis,Arkansas,RB,71.38,227,8.58,29.75,,4.37,31,33.5,121,4.38,6.96,
2013,Marcus Davis,Virginia Tech,WR,75,233,10.28,32.68,,4.56,19,39.5,120,4.2,7.15,
2013,Will Davis,Utah State,CB,71.25,186,9,31.48,,4.51,16,35.5,127,4.02,6.52,
2013,Everett Dawkins,Florida State,DT,74.13,292,10.38,32.68,,5.06,23,30,103,4.88,7.61,
2013,Jordan Devey,Memphis,OT,78.63,317,9.63,32.68,,5.25,21,24,98,4.77,7.91,
2013,Quinton Dial,Alabama,DT,77.38,318,9.38,34.5,,,,,,,,
2013,Aaron Dobson,Marshall (WV),WR,74.75,210,9,33,,4.37,16,35,121,4.33,7.19,
2013,Kevin Dorsey,Maryland,WR,73.38,207,9.63,33.75,,4.47,17,38,130,4.28,7.08,
2013,Alex Dunnachie,Hawaii,P,75.25,217,8.75,32,,,,,,,,
2013,Zac Dysert,Miami (OH),QB,74.88,227,9.13,32.625,24,4.81,,,,,,
2013,Lavar Edwards,Louisiana State,DE,76,277,10,35.48,,4.8,21,33,119,4.51,7.03,
2013,Mike Edwards,Hawaii,CB,69,189,9.13,31.58,,4.56,14,36,124,4.18,6.94,
2013,Tyler Eifert,Notre Dame,TE,77.5,250,9.18,33.18,23,4.68,22,35.5,119,4.32,6.92,11.52
2013,Matt Elam,Florida,FS,69.88,208,9,32.58,19,4.5,17,35.5,118,,,
2013,Andre Ellington,Clemson,RB,69.25,199,9.38,31,,4.61,,34,122,,,
2013,Zach Ertz,Stanford,TE,77,249,9.68,31.68,26,4.76,24,30.5,111,4.47,7.08,11.92
2013,Gavin Escobar,San Diego State,TE,77.88,254,9.68,33.58,28,4.84,12,32,114,4.31,7.07,11.86
2013,Josh Evans,Florida,FS,73.13,207,10,31.78,,4.58,,34.5,123,4.1,6.64,
2013,Chris Faulk,Louisiana State,OT,77.5,331,9.63,34.28,,5.08,25,,,,,
2013,Joseph Fauria,UCLA,TE,79.38,259,10.78,33.68,,4.82,17,35.5,120,4.53,7.49,
2013,Eric Fisher,Central Michigan,OT,79.25,306,10.5,34.48,23,5.05,27,28.5,116,4.44,7.59,
2013,Sharrif Floyd,Florida,DT,74.63,297,10.13,31.68,,4.92,,30,106,4.75,7.4,
2013,D.J. Fluker,Alabama,OT,76.63,339,10.5,36.68,,5.31,21,27.5,,5,,
2013,Manase Foketi,West Texas A&M,OG,76.75,318,10.63,34.48,,5.3,25,23.5,102,5.06,8.11,
2013,Michael Ford,Louisiana State,RB,69.5,210,9.08,30.38,,4.5,25,38.5,130,4.25,6.87,11.43
2013,Reid Fragel,Ohio State,OT,79.63,308,10.63,33.08,,5.14,33,30,113,4.68,7.62,
2013,Johnathan Franklin,UCLA,RB,70,205,9.38,30,,4.49,18,31.5,115,4.31,6.89,11.33
2013,Travis Frederick,Wisconsin,C,75.63,312,10,33.08,,5.58,21,28.5,97,4.76,7.81,
2013,Corey Fuller,Virginia Tech,WR,74.25,204,9.48,33.28,,4.43,12,31.5,120,4.48,7.17,
2013,Matt Furstenburg,Maryland,TE,75.63,242,8.58,31.68,,4.62,18,35.5,115,4.35,7.09,11.76
2013,Rogers Gaines,Tennessee State,OT,78.25,334,10.63,36.28,,5.24,28,23,96,5.24,8.08,
2013,Kwame Geathers,Georgia,DT,77.38,342,9.5,35.28,,5.44,21,26.5,96,5.27,8.11,
2013,William Gholston,Michigan State,DE,78.25,281,10.38,34.08,,4.96,23,28.5,110,4.59,7.2,
2013,Garrett Gilkey,Chadron State (NE),OG,77.88,318,10.25,32.58,,5.33,28,30,108,4.75,7.65,
2013,Mike Gillislee,Florida,RB,71.13,208,9.38,31.13,,4.55,15,30.5,119,4.4,7.12,12.02
2013,Mike Glennon,North Carolina State,QB,79.13,225,9.58,33.13,26,4.94,,26.5,102,4.52,7.49,
2013,Tyrone Goard,Eastern Kentucky,WR,75.75,205,8.68,34.08,,4.5,10,36,123,4.39,6.9,
2013,Zaviar Gooden,Missouri,OLB,73.5,234,10,32.28,25,4.47,27,34,131,4.18,6.71,11.28
2013,Malliciah Goodman,Clemson,DE,75.63,276,11,36.38,,4.87,26,31.5,114,4.48,7.1,
2013,Marquise Goodwin,Texas,WR,68.88,183,8.58,31.48,,4.27,13,42,132,4.09,6.66,
2013,Chris Gragg,Arkansas,TE,74.75,244,9.08,33.58,,4.5,18,37.5,125,4.51,7.08,
2013,Ray Graham,Pittsburgh,RB,69.13,199,9.58,30.25,,4.8,18,32.5,112,4.21,7.17,11.63
2013,Dwayne Gratz,Connecticut,CB,71.13,201,10.5,32.18,,4.47,22,38,125,4.15,6.7,
2013,MarQueis Gray,Minnesota,TE,75.25,240,9.78,34,,4.73,15,30,111,4.3,7.25,
2013,Khaseem Greene,Rutgers,OLB,72.75,241,9.63,32.58,,4.71,17,30,116,4.2,7.58,11.87
2013,Ryan Griffin,Connecticut,TE,78.13,261,9.88,33.25,,4.87,21,34.5,113,4.43,7.01,
2013,Ryan Griffin,Tulane (LA),QB,75.88,221,9.38,31.25,,5.2,,25.5,101,4.78,7.64,
2013,Cory Grissom,South Florida,DT,73.38,306,9.25,33.28,,5.31,22,27.5,97,4.81,7.79,
2013,Cobi Hamilton,Arkansas,WR,73.75,212,8.68,32.48,,4.56,11,29.5,107,4.31,7.09,
2013,Johnathan Hankins,Ohio State,DT,74.88,320,9.5,33.08,,5.31,,26,104,4.61,7.59,
2013,Duron Harmon,Rutgers,SS,72.25,196,9.38,30.75,,4.51,15,36,125,4.4,7.02,
2013,Chris Harper,Kansas State,WR,72.75,229,9.68,32.68,33,4.55,20,35.5,116,4.39,6.89,
2013,D.J. Harper,Boise State,RB,69.13,211,10.28,31,,4.52,23,33.5,120,4.35,7.07,11.85
2013,Jeremy Harris,New Mexico State,CB,74.38,181,9.25,34.5,,4.48,5,36.5,125,4.08,6.99,
2013,Montel Harris,Temple,RB,68.25,208,9.38,30.5,,4.68,19,32.5,113,4.18,6.95,
2013,Mark Harrison,Rutgers,WR,74.88,231,9.58,35.08,,4.46,17,38.5,129,4.33,6.99,11.72
2013,Tanner Hawkinson,Kansas,OT,77.25,298,10,33.38,,5.07,13,28.5,112,4.51,7.52,
2013,Terry Hawthorne,Illinois,CB,71.75,195,8.88,31.28,,4.44,13,35.5,116,4.24,6.88,
2013,D.J. Hayden,Houston,CB,71.13,191,9,31.125,,4.4,,33.5,120,,,
2013,Brandon Hepburn,Florida A&M,ILB,74.5,240,9,32.48,,4.68,21,32,124,4.55,7.4,
2013,Eric Herman,Ohio,OG,76.13,320,10.88,32.28,,5.25,36,28,95,5.09,7.99,
2013,Aaron Hester,UCLA,CB,73.63,198,10.38,32.48,,4.62,,29,112,4.33,7.26,
2013,Jordan Hill,Penn State,DT,73.25,303,10.25,33.48,,5.23,28,22.5,103,4.51,7.49,
2013,Gerald Hodges,Penn State,OLB,73,243,9,32.08,,4.78,22,35,119,4.29,7.27,
2013,DeVonte Holloman,South Carolina,OLB,73.38,243,10,32.48,,4.76,15,33,113,4.26,7.3,
2013,Khaled Holmes,Southern California,C,75.25,302,10.25,35,,5.29,13,29.5,104,4.74,7.66,
2013,DeAndre Hopkins,Clemson,WR,73,214,10.08,33.38,,4.57,15,36,115,4.5,6.83,
2013,Dustin Hopkins,Florida State,K,74,193,8.88,31.75,,4.74,,33.5,116,,,
2013,Josh Hubner,Arizona State,P,75.63,232,10.5,32,,5.06,13,,,,,
2013,Montori Hughes,Tennessee-Martin,DT,76,329,10.13,32.58,,5.23,22,26.5,104,4.7,7.85,
2013,Margus Hunt,Southern Methodist (TX),DE,80.13,277,10,33.68,,4.62,38,34.5,121,4.51,7.07,
2013,Justin Hunter,Tennessee,WR,76,196,9.38,33.28,12,4.44,,39.5,136,4.33,7.19,
2013,Micah Hyde,Iowa,CB,71.75,197,9.38,31.48,,4.56,12,33,121,4.2,6.78,
2013,Luke Ingram,Hawaii,LS,77.13,258,9.25,32.75,,5.05,24,,106,,,
2013,Kemal Ishmael,Central Florida,SS,70.75,201,9,33,,4.63,21,35.5,123,4.28,6.75,
2013,Mark Jackson,Glenville State (WV),OG,77.38,328,9.63,34.28,,5.65,20,20.5,91,5.03,8.07,
2013,Mike James,Miami (FL),RB,70.5,223,9.68,31.63,,4.53,28,35,115,4.62,6.93,
2013,Jawan Jamison,Rutgers,RB,67.38,203,8.38,29,,4.68,20,29,110,4.62,7.47,
2013,D.C. Jefferson,Rutgers,TE,77.75,255,10.13,34.25,,4.97,3,32.5,119,4.62,7.33,
2013,Stefphon Jefferson,Nevada,RB,70.5,213,9.18,30.25,,4.68,15,31,117,4.44,6.97,11.8
2013,Tony Jefferson,Oklahoma,FS,70.75,213,9.25,31.58,,4.75,16,,,4.21,7.27,
2013,Brandon Jenkins,Florida State,OLB,74.5,251,9.25,33.28,,4.69,18,,,4.48,7.4,
2013,Jelani Jenkins,Florida,OLB,72.5,243,9.38,32.28,,4.54,27,35.5,111,4.28,6.97,
2013,John Jenkins,Georgia,DT,75.63,346,9.5,34.08,,5.21,30,24.5,100,4.94,7.8,
2013,Ryan Jensen,Colorado State-Pueblo,OG,75.5,317,9.13,32.5,,5.23,30,25.5,98,4.56,7.69,
2013,Luke Joeckel,Texas A&M,OT,78,306,10.13,34.28,28,5.3,27,28.5,106,4.68,7.4,
2013,Charles Johnson,,WR,74,215,9.25,30.5,,4.39,14,39.5,133,4.31,7.04,
2013,D.J. Johnson,Texas Tech,FS,72,195,9.5,32.375,,4.69,9,38,116,4.34,6.74,
2013,Darius Johnson,Southern Methodist (TX),WR,69,179,9.18,30.28,,4.6,6,32,109,4.53,7.29,
2013,Dennis Johnson,Arkansas,RB,66.75,196,9.25,27.875,,4.48,21,32.5,118,4.53,7.13,
2013,Jake Johnson,South Alabama,ILB,72.63,236,9,30,,,,,,,,
2013,Josh Johnson,Purdue,CB,69.38,199,9.25,30.38,,4.65,16,35,114,4.25,6.99,11.51
2013,Keelan Johnson,Arizona State,SS,71.63,209,9,32.48,,4.54,12,36.5,125,4.07,6.77,11.53
2013,Lane Johnson,Oklahoma,OT,78,303,10.13,35.28,28,4.72,28,34,118,4.52,7.31,
2013,Nico Johnson,Alabama,ILB,73.63,248,9.25,33.25,,4.73,,30,115,4.44,7.38,
2013,Oscar Johnson,Louisiana Tech,OT,77.25,331,10.25,34.28,,5.49,19,22,88,5.06,8.06,
2013,Rufus Johnson,Tarleton State,DE,77.25,272,9.75,34,,4.75,20,34.5,122,4.56,7.43,
2013,T.J. Johnson,South Carolina,C,76.25,310,9.5,33.48,,5.33,32,25.5,96,4.74,7.83,
2013,Zach Johnson,Eastern Washington,OLB,73.13,218,9.25,30.25,,,,,,,,
2013,Jamaal Johnson-Webb,Alabama A&M,OG,77,313,10,35.68,,5.37,17,23,92,4.74,8.12,
2013,Abry Jones,Georgia,DT,75.38,313,9.75,35.08,,5.06,30,26.5,101,4.94,7.83,
2013,Barrett Jones,Alabama,C,76.5,306,10.25,34.125,,,,,,,,
2013,Brandon Jones,Rutgers,CB,72.25,191,8.38,30.875,,4.56,17,36.5,118,4.08,6.76,
2013,C.J. Jones,Texas A&M,FS,71.5,192,9.63,33.125,,4.38,14,40.5,137,4.12,6.87,
2013,Chris Jones,Bowling Green (OH),DT,73.63,302,10.75,32.68,,5.33,30,24.5,106,4.44,7.44,
2013,Datone Jones,UCLA,DE,75.88,283,10,32.68,,4.8,29,31.5,112,4.32,7.32,
2013,Don Jones,Arkansas State,SS,71.13,191,9,31.5,,4.4,17,42,127,4.48,7.19,
2013,Jarvis Jones,Georgia,OLB,74.38,241,9.13,33.08,13,4.74,20,30.5,111,4.71,7.46,
2013,Landry Jones,Oklahoma,QB,76.13,225,9.18,33,28,5.11,,31,115,4.3,7.12,
2013,Dion Jordan,Oregon,DE,78.25,248,10,33.78,,4.6,,32.5,122,4.35,7.02,
2013,Kyle Juszczyk,Harvard,FB,73.25,248,9.13,32.625,,4.71,24,37,121,4.19,6.93,
2013,Nick Kasa,Colorado,TE,77.88,269,9.18,32.78,,4.71,22,31.5,113,4.45,7.18,
2013,Brandon Kaufman,Eastern Washington,WR,77,216,9.28,32.28,,4.67,9,33.5,115,4.44,7.11,12.14
2013,Travis Kelce,Cincinnati,TE,76.88,257,9.63,33.75,22,4.63,,35,124,4.42,7.09,
2013,David King,Oklahoma,DE,76.25,275,9.75,34,,4.7,27,32,114,,,
2013,Tavarres King,Georgia,WR,72.25,189,9.48,33.08,,4.47,11,36.5,123,4.33,6.91,
2013,A.J. Klein,Iowa State,ILB,73.25,250,10.25,32.78,,4.66,20,33,113,4.35,7.06,
2013,Collin Klein,Kansas State,QB,76.88,226,9.28,32,,4.78,,29,111,4.4,7.17,
2013,Josh Kline,Kent State (OH),OG,74.63,307,9.38,31.5,,5.06,25,27,102,4.59,7.63,
2013,Jake Knott,Iowa State,OLB,73.75,243,9.75,31,,4.84,20,34,113,4.3,7.16,
2013,Scott Kovanda,Ball State (IN),P,74.25,207,10.13,31.5,,,,,,,,
2013,Joe Kruger,Utah,DE,78.25,269,10,34.38,,4.83,24,34,117,4.46,7.17,
2013,Edmund Kugbila,Valdosta State (GA),OG,76.13,317,10.25,34.78,,5.31,23,22.5,105,4.65,7.72,
2013,Eric Kush,California (PA),C,75.88,304,9.75,32.875,,5.04,25,30,108,4.35,7.4,
2013,Eddie Lacy,Alabama,RB,71,220,9.48,31,17,4.55,,33.5,,,7.33,
2013,Marcus Lattimore,South Carolina,RB,71.25,219,9.88,32.5,18,4.65,,,,,,
2013,Alec Lemon,Syracuse,WR,73.25,202,8.48,31.18,,4.59,7,32,112,4.29,7.04,
2013,Corey Lemonier,Auburn,DE,75.38,255,10.13,34.48,,4.6,27,33,119,4.4,7.14,
2013,Robert Lester,Alabama,SS,73.25,220,9.75,32.08,,4.66,7,33.5,117,4.31,7.29,
2013,Kapron Lewis-Moore,Notre Dame,DT,75.63,298,10,33.625,,,,,,,,
2013,Zach Line,Southern Methodist (TX),FB,72.5,232,8.68,30.75,,4.77,26,30.5,111,4.4,7.12,
2013,Jeff Locke,UCLA,P,72.88,209,9,30.5,,,,,,,,
2013,Bennie Logan,Louisiana State,DT,73.88,309,10.25,34.08,,5.08,30,25,104,4.67,7.53,
2013,P.J. Lonergan,Louisiana State,C,75.25,304,10.13,33.08,,5.38,25,26,92,4.93,8.01,
2013,Kyle Long,Oregon,OT,78.13,313,11,33.38,29,4.94,,28,107,4.63,7.83,
2013,John Lotulelei,Nevada Las Vegas,OLB,71.38,233,10.63,32.38,,4.84,25,35.5,117,4.3,6.91,
2013,Star Lotulelei,Utah,DT,74.5,320,9.75,33.58,,5.14,38,30,105,4.63,7.79,
2013,Philip Lutzenkirchen,Auburn,TE,75.25,258,10.28,33.28,,4.94,21,30.5,112,4.35,7.15,
2013,Joe Madsen,West Virginia,C,75.38,310,9.5,30.08,,5.2,25,25,98,4.83,7.6,
2013,Lamar Mady,Youngstown State (OH),OG,74,317,9.38,33.48,,5.48,35,23,95,4.82,8.07,
2013,Brandon Magee,Arizona State,OLB,71,223,9.13,28.68,,4.74,,29,114,4.68,7.59,
2013,Brett Maher,Nebraska,K,72,186,9.13,31.625,,,,,,,,
2013,E.J. Manuel,Florida State,QB,76.63,237,10.38,35,28,4.65,,34,118,4.21,7.08,
2013,Stansly Maponga,Texas Christian,DE,73.88,256,10,34.18,,4.78,30,29.5,114,4.37,7.37,
2013,Luke Marquardt,Azusa Pacific (CA),OT,80.5,315,10.25,34.48,,5.34,31,,,,,
2013,Eric Martin,Nebraska,OLB,72.75,237,9.88,32.75,,4.53,20,30.5,120,3.97,6.69,
2013,Sam Martin,Appalachian State (NC),P,72.13,206,8.5,30,,,,,,,,
2013,Tyrann Mathieu,Louisiana State,CB,68.75,186,9.38,31.18,,4.5,4,34,117,4.14,6.87,
2013,Michael Mauti,Penn State,OLB,73.88,243,10.5,32.48,,4.83,28,,,,,
2013,Miguel Maysonet,Stony Brook (NY),RB,69,209,8.48,29.38,,4.54,20,31.5,107,4.43,7.21,
2013,Onterio McCalebb,Auburn,RB,70.25,168,9.08,31,,4.34,,34,121,4.32,7.02,
2013,Demetrius McCray,Appalachian State (NC),CB,72.88,187,9.25,33.78,,4.54,4,36,126,4.32,7.17,
2013,Lerentee McCray,Florida,OLB,74.13,250,10,33.375,,,,,,,,
2013,T.J. McDonald,Southern California,FS,74.5,219,9.25,33.18,,4.59,19,40,131,4.2,6.89,
2013,Vance McDonald,Rice (TX),TE,76.13,267,10.18,34.38,30,4.69,31,33.5,119,4.53,7.08,11.73
2013,Bradley McDougald,Kansas,FS,72.25,215,9.13,32.48,,4.74,19,34.5,122,4.44,7.07,
2013,Leon McFadden,San Diego State,CB,69.63,193,9,32.38,,4.54,10,34.5,119,4.27,6.81,
2013,Brandon McGee,Miami (FL),CB,71,193,9.13,32.08,,4.4,14,33.5,119,4.18,6.71,
2013,Stacy McGee,Oklahoma,DT,75.25,308,9.75,34.5,,,,,,,,
2013,Steven Means,Buffalo,OLB,75.63,257,9.75,34.625,,4.68,21,38.5,128,4.31,7.26,
2013,Jonathan Meeks,Clemson,SS,72.38,209,8.75,30.875,,4.55,23,33.5,115,4.72,7.13,
2013,Aaron Mellette,Elon (NC),WR,74.38,217,9.58,33.18,,4.54,9,33.5,123,4.41,7.11,
2013,Christine Michael,Texas A&M,RB,70,220,9.38,31.5,11,4.54,27,43,125,4.02,6.69,11.56
2013,Rontez Miles,California (PA),FS,71.63,203,10.25,32.78,,4.62,,36.5,123,4.27,6.97,
2013,Stephane Milhim,Massachusetts,OT,75.75,314,10.25,34.28,,5.23,,28.5,104,4.87,7.72,
2013,Dee Milliner,Alabama,CB,71.88,201,8.75,32.08,,4.37,,36,122,4.32,6.95,
2013,Jordan Mills,Louisiana Tech,OT,77,316,9.75,34.08,,5.37,20,28.5,101,4.88,8.1,
2013,Barkevious Mingo,Louisiana State,OLB,76.25,241,9.63,33.68,,4.58,,37,128,4.39,6.84,
2013,Kevin Minter,Louisiana State,ILB,71.75,246,9.38,32.08,,4.81,25,33,119,4.49,7.39,
2013,T.J. Moe,Missouri,WR,71.5,204,9.78,30.18,,4.74,26,36,120,3.96,6.53,10.87
2013,Sam Montgomery,Louisiana State,DE,75.25,262,9.25,33.78,24,4.81,22,34.5,114,4.51,7.18,
2013,Nick Moody,Florida State,OLB,73,236,9.63,31.48,,4.71,17,33,118,,,
2013,Damontre Moore,Texas A&M,DE,76.5,250,10.25,34.68,18,4.95,12,35.5,122,4.33,7.08,
2013,Sio Moore,Connecticut,OLB,72.75,245,10.25,33.58,,4.65,29,38,127,4.31,7.49,12.39
2013,Zeke Motta,Notre Dame,FS,74.25,213,9.25,31.38,,4.83,11,35.5,126,4.16,6.75,
2013,Latavius Murray,Central Florida,RB,74.63,223,9.13,33.625,,4.38,22,36,124,4.36,6.81,
2013,Ryan Nassib,Syracuse,QB,74.13,227,10.18,32,41,5.06,,28.5,105,4.53,7.34,
2013,Xavier Nixon,Florida,OT,77.63,321,10.13,33.5,,,,,,,,
2013,Alec Ogletree,Georgia,OLB,74.5,242,10,33.48,16,4.7,20,33.5,122,4.39,7.16,
2013,Alex Okafor,Texas,DE,76.5,264,9.63,33.78,,4.78,21,31,112,4.43,7.26,
2013,Lawrence Okoye,No College,DT,77.25,304,10.25,34.5,,4.84,30,36,127,4.65,7.42,
2013,Ryan Otten,San Jose State,TE,77.25,230,9.63,33.375,,4.69,17,33,112,4.62,7.5,
2013,Vinston Painter,Virginia Tech,OT,76.25,306,9.88,34.08,,4.95,32,30.5,97,4.56,7.71,
2013,Nate Palmer,Illinois State,OLB,74.13,248,9.63,33.875,,4.7,20,35.5,125,4.37,6.98,
2013,Chris Pantale,Boston College,TE,77.13,254,10.28,33.28,,4.99,17,33.5,110,4.5,7.48,12.22
2013,Cordarrelle Patterson,Tennessee,WR,73.88,216,9.08,31.68,11,4.42,,37,128,4.4,7.28,
2013,Quinton Patton,Louisiana Tech,WR,72,204,9.38,32.78,,4.53,8,33,118,4.01,6.91,
2013,Sean Porter,Texas A&M,OLB,73.25,229,9.25,32.28,,4.75,22,35,119,4.33,7.22,
2013,Keith Pough,Howard (DC),OLB,73.75,239,9.63,33.48,,4.9,17,33,118,4.47,7.28,
