Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2013,Ty Powell,Harding (AR),OLB,74.13,249,9.75,32.48,,4.64,28,37,122,4.4,6.98,
2013,Jordan Poyer,Oregon State,CB,71.88,191,9.75,31.68,,4.54,8,30.5,118,4.18,6.87,11.51
2013,Lonnie Pryor,Florida State,FB,71.38,227,8.38,30.38,,4.7,17,30,114,4.55,7.28,12.13
2013,Justin Pugh,Syracuse,OG,76.5,307,10.25,32.08,,5.14,22,28.5,103,4.63,7.45,
2013,Mike Purcell,Wyoming,DT,75,305,9.88,32.375,,5.18,26,31.5,116,4.68,7.59,
2013,David Quessenberry,San Jose State,OT,76.88,302,10.63,34.38,,5.08,25,29.5,112,4.45,7.49,
2013,Bacarri Rambo,Georgia,FS,72.5,211,9.25,31.08,20,4.56,17,34.5,117,4.26,6.94,
2013,Joseph Randle,Oklahoma State,RB,72,204,8.68,31.75,,4.63,,35,123,4.23,7.01,
2013,Kevin Reddick,North Carolina,ILB,73.38,243,9.75,32.28,,4.72,23,30.5,113,4.33,7.13,
2013,Jordan Reed,Florida,TE,74.5,236,10.08,33.08,,4.72,16,,,,,
2013,Kyler Reed,Nebraska,FB,74.13,225,10.25,31.125,,4.47,19,41,127,4,6.62,
2013,Eric Reid,Louisiana State,FS,73.25,213,10,33.58,29,4.53,17,40.5,134,4.22,6.99,
2013,Greg Reid,Florida State,CB,68.25,190,9,29.68,,4.46,10,30,,,,
2013,Sean Renfree,Duke,QB,75.13,219,9,32,,,,,,,,
2013,Xavier Rhodes,Florida State,CB,73.5,210,9,33.68,,4.43,14,40.5,132,4.65,7.29,
2013,Sheldon Richardson,Missouri,DT,74.5,294,10.5,34.48,9,5.02,30,32,116,4.59,7.33,
2013,Theo Riddick,Notre Dame,RB,70.13,201,8.68,30,,4.68,14,32,118,4.32,6.99,
2013,Mychal Rivera,Tennessee,TE,75.25,242,10.28,32.58,,4.81,17,31,112,4.43,7.17,
2013,Nickell Robey,Southern California,CB,67.25,169,9.13,29.68,,4.53,10,37.5,127,4.09,6.74,
2013,Denard Robinson,Michigan,WR,70.5,199,9.08,32.58,,4.43,,36.5,123,4.22,7.09,
2013,DaRick Rogers,Tennessee Tech,WR,74.5,217,9.48,32.68,,4.52,10,39.5,132,4.06,6.71,11.31
2013,Zach Rogers,Tennessee,WR,72.13,182,9.38,30.5,,4.46,13,32,115,4.22,6.76,
2013,Robbie Rouse,Frenso State (CA),RB,65.75,190,9.28,28.38,,4.8,15,34,114,4.25,6.97,11.56
2013,Logan Ryan,Rutgers,CB,71.13,191,9.63,31.38,,4.56,14,32.5,116,4.06,6.69,11.28
2013,Etienne Sabino,Ohio State,OLB,74,247,9.63,33.08,,4.75,24,34,114,4.28,7.34,
2013,Lanear Sampson,Baylor,WR,71.13,204,9.28,30.68,,4.46,20,33.5,119,4.38,7.1,11.87
2013,Ace Sanders,South Carolina,WR,67,173,8.78,29.48,,4.58,7,32,117,4.37,6.81,11.29
2013,Brian Schwenke,California,C,75,314,10.25,32.08,31,4.99,31,26.5,108,4.74,7.31,
2013,Matt Scott,Arizona,QB,74.13,213,9.08,30.25,22,4.69,,31,118,3.99,6.69,
2013,Quinn Sharp,Oklahoma State,P,72.75,189,9.25,30.75,,,,,,,,
2013,Kawann Short,Purdue,DT,74.88,299,9.75,34.75,,5.08,29,27,100,4.65,7.55,
2013,John Simon,Ohio State,OLB,73.5,257,9.5,33.25,,4.62,,34,121,4.42,7.1,
2013,Tharold Simon,Louisiana State,CB,74,202,8.75,32.68,,4.51,9,34,128,4.31,7.01,
2013,Dion Sims,Michigan State,TE,76.88,262,10.48,33.18,,4.75,22,35,112,4.52,7.36,12.1
2013,Jamoris Slaughter,Notre Dame,SS,71.75,195,8.63,31.375,,,19,,,,,
2013,Darius Slay,Mississippi State,CB,71.88,192,9.38,32.28,10,4.36,14,35.5,124,4.21,6.9,
2013,Branden Smith,Georgia,CB,70.63,172,9,30.625,,4.38,,34,128,4.11,6.86,
2013,Geno Smith,West Virginia,QB,74.38,218,9.28,32.5,24,4.58,,33.5,124,,,
2013,Jared Smith,New Hampshire,DT,75.38,302,10.5,33.48,,5.08,28,32.5,115,4.39,7.2,
2013,Mike Smith,Kansas,WR,72,197,9.75,31,,4.59,10,33,118,4.37,7.03,
2013,Quanterus Smith,Western Kentucky,DE,76.75,250,10.38,33.25,,,,,,,,
2013,Rodney Smith,Florida State,WR,76.38,225,10.38,34.68,,4.51,,34.5,120,4.07,7.03,11.84
2013,Brad Sorensen,Southern Utah,QB,76.5,229,9.28,32.25,,4.97,,29,112,4.55,7.17,
2013,Ryan Spadola,Lehigh (PA),WR,73.25,204,9.68,30.68,,4.48,15,33.5,119,4.07,6.72,11.35
2013,Akeem Spence,Illinois,DT,72.63,307,10,33.48,,5.15,37,30,107,4.72,7.82,
2013,Damion Square,Alabama,DE,74.25,293,10.38,32.125,,5.23,,,,4.87,7.99,
2013,Zac Stacy,Vanderbilt,RB,68.38,216,8.58,30.25,,4.55,27,33,122,4.17,6.7,
2013,Daimion Stafford,Nebraska,FS,71.63,221,9.25,31.18,,4.69,21,30.5,111,4.26,7.06,
2013,Matt Stankiewitch,Penn State,C,74.75,302,10,32.48,,5.43,27,24,92,4.96,7.9,
2013,Jawanza Starling,Southern California,SS,72.75,202,8.75,32.08,,4.64,17,36,122,4.34,6.68,11.62
2013,Jonathan Stewart,Texas A&M,ILB,75.75,242,9.38,32.58,,4.68,19,31,118,4.53,7.44,
2013,Walter Stewart,Cincinnati,DE,75.63,246,9,33,,4.69,16,37.5,123,4.4,7.28,
2013,Kenny Stills,Oklahoma,WR,72.5,194,9.08,30.48,,4.38,16,33.5,124,4.35,7.13,
2013,Jake Stoneburner,Ohio State,TE,75.38,252,9.38,32.28,,4.65,18,34.5,116,4.27,7.12,11.5
2013,Caleb Sturgis,Florida,K,69.88,188,8.75,30,,,,,,,,
2013,Zach Sudfeld,Nevada,TE,78.75,253,9.75,33.5,,4.78,11,37,113,4.41,7.08,
2013,Dax Swanson,Sam Houston State (TX),CB,70,186,8.75,30.38,,4.56,15,33,122,4.33,6.92,
2013,D.J. Swearinger,South Carolina,FS,70.5,208,9.5,32.38,28,4.67,17,37,124,4.11,6.7,
2013,Rod Sweeting,Georgia Tech,CB,71.25,189,9,31.28,,4.42,11,37,124,,7.11,
2013,Ryan Swope,Texas A&M,WR,72.13,205,8.48,31.38,,4.34,16,37,125,4.25,6.76,
2013,Bruce Taylor,Virginia Tech,ILB,73.25,234,10.38,33.18,,5.01,19,30.5,115,4.39,7.21,
2013,Cooper Taylor,Richmond (VA),SS,76.75,228,9.63,32.25,,4.49,23,36.5,127,4.29,6.96,
2013,Devin Taylor,South Carolina,DE,79,266,10.38,36.08,,4.72,14,35,128,4.3,6.89,
2013,Jamar Taylor,Boise State,CB,70.63,192,9.13,30.68,,4.39,22,35,127,4.06,6.82,
2013,Mike Taylor,Wisconsin,OLB,73.38,234,9.25,32,,,,,,,,
2013,Stepfan Taylor,Stanford,RB,69.13,214,8.58,30.13,,4.76,17,30,110,4.5,7.13,12.06
2013,Manti Te'o,Notre Dame,ILB,73.25,241,9.5,32.48,23,4.82,21,33,113,4.27,7.13,
2013,Chase Thomas,Stanford,OLB,75.25,244,9.63,32.28,,4.91,18,32,113,4.31,7.17,
2013,Dallas Thomas,Tennessee,OT,77.5,306,10.38,33.125,,,,,,,,
2013,Phillip Thomas,Frenso State (CA),FS,72.5,208,9.25,30.58,,4.65,14,35,122,4.15,6.78,
2013,Shamarko Thomas,Syracuse,SS,68.88,213,9.25,31.48,,4.42,28,40.5,133,4.26,6.84,
2013,Kenbrell Thompkins,Cincinnati,WR,72.63,193,8.68,32.28,,4.54,8,33.5,121,4.21,6.88,11.9
2013,Chris Thompson,Florida State,RB,67.13,192,9.28,30.25,,4.42,21,35,,,,
2013,Hugh Thornton,Illinois,OG,75.25,320,10,34.18,,5.11,27,,,4.63,7.45,
2013,Levine Toilolo,Stanford,TE,80.13,260,10.28,34.48,,4.86,17,31,113,4.57,7.09,11.97
2013,J.C. Tretter,Cornell (NY),OG,75.63,307,10.13,33.38,,5.09,29,29.5,109,4.69,7.48,
2013,Desmond Trufant,Washington,CB,71.63,190,8.63,31.28,22,4.38,16,37.5,125,3.85,6.67,
2013,Matthew Tucker,Texas Christian,RB,72.38,221,9.28,30.25,,4.55,17,35.5,118,4.44,7.13,
2013,Jeff Tuel,Washington State,QB,75,218,9.25,32.375,,4.6,,32,111,4.12,6.9,
2013,Kenny Vaccaro,Texas,FS,72,214,10,32.68,22,4.63,15,38,121,4.06,6.78,
2013,James Vandenberg,Iowa,QB,74.75,226,9.68,30.25,,4.92,,32,116,4.52,6.95,
2013,Conner Vernon,Duke,WR,72.25,196,9.28,30.48,,4.68,,32.5,125,4.22,6.93,11.34
2013,LaAdrian Waddle,Texas Tech,OT,78,321,10.75,36,,5.41,,29,102,4.9,8.23,
2013,Ricky Wagner,Wisconsin,OT,77.88,308,9.88,34.08,,5.17,20,31.5,101,4.91,7.94,
2013,Spencer Ware,Louisiana State,RB,70.13,228,9.63,30.125,,4.62,17,35.5,119,4.27,7.07,
2013,Larry Warford,Kentucky,OG,75,332,9.5,33.38,,5.58,28,22.5,96,5.1,7.78,
2013,Chance Warmack,Alabama,OG,74,317,9.63,34.68,9,5.49,,,110,5.01,7.93,
2013,Cornelius Washington,Georgia,DE,76,265,9.5,34.08,,4.55,36,39,128,4.74,7.47,
2013,Earl Watford,James Madison (VA),OG,75.38,300,10,34.08,,5.06,24,30,107,5,7.77,
2013,Menelik Watson,Florida State,OT,77.13,310,10.38,34.08,20,5.29,19,24.5,103,5.01,8.31,
2013,Jason Weaver,Southern Mississippi,OT,76.38,313,9.25,34.08,,5.44,23,21,94,5.07,8.23,
2013,B.W. Webb,William & Mary (VA),CB,70.25,184,9.38,30.28,,4.51,14,40.5,132,3.84,6.82,11.06
2013,Kayvon Webster,South Florida,CB,70.5,195,8.5,32.48,,4.41,14,35,125,4.17,6.89,
2013,Bjoern Werner,Florida State,DE,75.25,266,9.63,33.28,,4.83,25,31,111,4.4,7.3,
2013,John Wetzel,Boston College,OT,79,315,10,34.08,,5.46,22,25,105,4.81,7.9,
2013,Markus Wheaton,Oregon State,WR,71,189,9.18,32.68,,4.45,20,37,120,4.02,6.8,11.16
2013,Anthony White,Michigan State,DT,72.75,335,9.38,32.5,,5.26,27,29.5,101,4.93,8.01,
2013,J.J. Wilcox,Georgia Southern,SS,72,213,9,31.08,15,4.57,17,35,124,4.09,7.02,
2013,Brandon Williams,Missouri Southern,DT,73.25,335,9.75,32.58,,5.37,38,29.5,102,4.91,8.09,
2013,Brennan Williams,North Carolina,OT,77.63,318,10.5,34,,5.27,,28.5,101,4.88,8.08,
2013,Duke Williams,Nevada,SS,71,203,9.75,32,,4.52,13,37.5,126,4,7.17,
2013,Jesse Williams,Alabama,DT,75.38,323,9.38,32.08,,4.94,30,,,4.83,7.81,
2013,Kerwynn Williams,Utah State,RB,68.13,196,9.18,29.75,,4.48,17,35,118,4.15,7.15,12.04
2013,Michael Williams,Alabama,TE,77.75,278,10.13,32.75,,5.19,11,25.5,96,4.9,8.15,
2013,Nathan Williams,Ohio State,OLB,75,241,10.13,30.58,,4.88,24,35,113,4.44,6.99,
2013,Nicholas Williams,Samford (AL),DT,76.5,309,10.25,34.18,,4.94,28,33,111,4.65,7.55,
2013,Quentin Williams,Northwestern,DE,74.5,243,9.75,31.125,,4.82,16,33.5,114,4.33,7.16,
2013,Shawn Williams,Georgia,SS,71.88,213,8.38,30.68,22,4.46,25,36,120,4.25,7.01,
2013,Steve Williams,California,CB,68.88,181,8.13,30.48,,4.42,12,40.5,128,4.1,6.89,
2013,Sylvester Williams,North Carolina,DT,74.63,313,10.75,33.48,25,5.03,27,26.5,102,4.8,7.93,
2013,Terrance Williams,Baylor,WR,74,208,8.68,31.28,,4.52,11,32.5,119,4.32,7.01,11.5
2013,Tourek Williams,Florida International,DE,74.88,260,9.5,32.48,,4.92,25,33,112,4.46,7.44,
2013,Trevardo Williams,Connecticut,OLB,73.25,241,9.38,32.28,14,4.57,30,38,124,4.35,7.24,
2013,Vince Williams,Florida State,ILB,72.75,233,9.13,31.5,,4.76,22,32.5,111,4.67,7.53,
2013,Luke Willson,Rice (TX),TE,77.38,251,9.5,32.625,,4.51,23,38,122,4.29,7.08,
2013,Braden Wilson,Kansas State,FB,75.5,251,10.08,33.38,,4.81,22,33,113,4.4,7.36,
2013,Marquess Wilson,Washington State,WR,74.63,194,9.28,31.18,,4.51,7,34.5,122,4.33,6.65,
2013,Tyler Wilson,Arkansas,QB,74.13,215,8.68,31.38,20,4.95,,28.5,112,4.39,7.22,
2013,Brad Wing,Louisiana State,P,74.38,205,9.5,32,,,,,,,,
2013,George Winn,Cincinnati,RB,70.5,218,9.78,30.88,,4.75,22,34.5,119,4.33,7.13,
2013,Brian Winters,Kent State (OH),OG,75.63,320,9.75,32.75,,5.22,9,31.5,107,4.77,7.55,
2013,Earl Wolff,North Carolina State,SS,71.25,209,9.13,31.48,,4.44,,39,134,4.07,6.96,
2013,Cierre Wood,Notre Dame,RB,71.25,213,8.58,30.88,,4.56,16,37.5,124,4.29,6.87,
2013,Robert Woods,Southern California,WR,72.38,201,9.28,31.08,23,4.51,14,33.5,117,4.47,7.15,
2013,Khalid Wooten,Nevada,CB,71,210,9.13,32.68,,4.53,17,33.5,117,4.18,6.95,11.41
2013,Tom Wort,Oklahoma,ILB,72,235,8.75,31.08,,4.78,21,31.5,111,4.51,7.41,12.36
2013,Blidi Wreh-Wilson,Connecticut,CB,72.75,195,8.63,32.08,33,4.53,14,36,128,4.12,6.97,11.56
2012,Emmanuel Acho,Texas,OLB,73.63,238,10,33,,4.64,24,35.5,118,,,
2012,Jeff Adams,Columbia (NY),OT,78,306,,,,5.13,19,34.5,113,4.65,7.27,
2012,Joe Adams,Arkansas,WR,70.63,179,9.38,31.88,,4.51,7,36,123,4.18,7.09,
2012,Mike Adams,Ohio State,OT,79.25,323,10.88,34,,5.28,19,28.5,100,4.95,7.94,
2012,Chas Alecxih,Pittsburgh,DT,75.75,296,10.38,33.38,,5.31,19,25.5,99,4.62,7.74,
2012,Frank Alexander,Oklahoma,DE,75.75,270,9.75,35,,4.82,24,34.5,117,4.59,7.48,
2012,Antonio Allen,South Carolina,SS,73.5,210,9.38,32.5,,4.58,17,34,118,4.25,7.02,11.59
2012,Dwayne Allen,Clemson,TE,75.13,255,9.63,33,,4.85,27,32,110,4.37,7.12,12.07
2012,Jeff Allen,Illinois,OT,75.88,307,10,33.5,,5.17,26,27.5,102,4.9,8.01,
2012,Justin Anderson,Georgia,OT,76.38,335,10.5,34.63,,5.24,32,27,101,4.99,8.04,
2012,Bryan Anger,California,P,75.63,208,9.13,33.25,,4.86,,,,,,
2012,Mark Asper,Oregon,OG,78.38,319,9.75,32.25,,5.33,23,25,102,4.84,7.93,
2012,Edwin Baker,Michigan State,RB,68,204,8.13,29.63,,4.44,20,35,111,4.31,7.27,
2012,Ryan Baker,Louisiana State,OLB,71.38,232,9,31,,4.8,30,34,113,4.35,7.21,
2012,Mike Ball,Nevada,RB,68.5,206,9.13,31,,4.54,21,36,112,4.23,7.1,11.84
2012,Vick Ballard,Mississippi State,RB,70.25,219,9.5,31.75,,4.59,23,33,115,4.19,7.03,
2012,Mark Barron,Alabama,SS,73,213,9.5,33.63,,4.56,,34.5,122,,,
2012,Kelvin Beachum,Southern Methodist (TX),OG,74.88,303,9.38,33.25,,5.38,19,28.5,101,4.8,7.79,
2012,Tim Benford,Tennessee Tech,WR,71.25,205,8.88,33.125,,4.51,15,33,121,4.35,7.3,
2012,Travis Benjamin,Miami (FL),WR,69.88,172,8.75,31.75,,4.31,14,38,119,4.17,6.96,
2012,Bill Bentley,Colorado,CB,70,182,8,30.25,,4.47,13,31.5,114,4.5,6.99,
2012,Dwight Bentley,Louisiana-Lafayette,CB,70,182,8,30.25,,4.42,13,31.5,114,4.5,6.99,12.11
2012,Jake Bequette,Arkansas,DE,76.63,274,9.25,32,,4.75,,34,113,4.07,6.9,
2012,Tony Bergstrom,Utah,OT,77.38,313,9,32,,5.19,32,29.5,101,4.84,7.95,
2012,Jordan Bernstine,Iowa,SS,70.13,210,,,,4.43,18,41,127,4.31,6.97,
2012,Justin Bethel,Presbyterian (SC),FS,71.63,200,9.75,32.38,,4.52,19,39.5,131,4.3,6.79,
2012,Justin Blackmon,Oklahoma State,WR,72.88,207,9.25,32.5,,4.48,14,35,123,4.38,7.13,
2012,Philip Blake,Baylor,C,74.75,311,9.88,33,,5.17,22,29.5,105,4.65,7.86,
2012,Robert Blanton,Notre Dame,CB,72.75,208,9.13,31.25,,4.66,12,34,116,3.97,6.71,11.28
2012,Jamie Blatnick,Oklahoma State,DE,75.13,263,10.25,31.5,,4.81,28,32.5,112,4.2,7.22,
2012,Brandon Bolden,Mississippi,RB,70.88,222,10,32.25,,4.55,21,38,119,4.44,6.96,
2012,Omar Bolden,Arizona State,CB,70.38,202,8.88,31.5,,4.54,24,33,119,4.12,6.89,
2012,Brandon Boykin,Georgia,CB,69.5,182,9.38,31.5,,4.44,,,,,,
2012,Jarrett Boykin,Virginia Tech,WR,73.75,217,10.25,32.25,,4.62,11,36,123,4.28,7.12,11.22
2012,Nigel Bradham,Florida State,OLB,73.88,241,10.5,33.75,,4.56,24,37,121,4.37,7.18,
2012,Andre Branch,Clemson,DE,76.25,259,9,34,,4.67,19,32.5,120,4.25,7.19,
2012,LaVon Brazill,Ohio,WR,70.63,192,9.75,32,,4.43,11,32.5,118,4.37,,
2012,Michael Brewster,Ohio State,C,76.13,312,9.5,31.5,,5.35,29,25,96,4.6,7.73,
2012,Michael Brockers,Louisiana State,DT,77,322,9.13,35,,5.31,21,26.5,105,4.81,7.46,
2012,Brandon Brooks,Miami (OH),OG,77,346,,,,4.99,36,32,105,4.53,7.37,
2012,Ron Brooks,Louisiana State,CB,70,190,9,30.63,,4.37,12,38,120,4.56,7.23,
2012,Braylon Broughton,Texas Christian,OLB,76.13,257,,,,4.55,26,36,118,4.3,7.19,
2012,Aaron Brown,Hawaii,OLB,72,237,,,,4.78,31,34,114,,,
2012,Bryce Brown,Kansas State,RB,71.5,223,,,,4.48,22,34,117,4.2,7.04,
2012,Charles Brown,North Carolina,CB,69,202,11.38,28.88,,4.53,18,35.5,114,4.06,6.94,11.56
2012,James Brown,Troy (AL),OG,75.5,306,10.25,34.5,,5.19,24,25.5,102,4.78,7.7,
2012,Kourtnei Brown,Clemson,DE,76.5,256,,,,4.69,26,31,116,4.47,7.44,
2012,Zach Brown,North Carolina,OLB,73.25,244,9.5,33.25,,4.44,22,33.5,116,4.32,7.26,
2012,Ryan Broyles,Oklahoma,WR,70.13,192,9,30.25,,4.57,21,,,,,
2012,Randy Bullock,Texas A&M,K,69.25,205,8.38,29.25,,,,,,,,
2012,Vontaze Burfict,Arizona State,ILB,73.38,248,9.75,31.25,,5,16,30,104,4.56,7.51,
2012,Miles Burris,San Diego State,OLB,74.13,246,9.88,31.88,,4.73,31,37.5,121,4.2,6.81,
2012,Josh Bush,Wake Forest,FS,71.13,208,,,,4.5,16,33.5,115,4.45,7.02,
2012,Drew Butler,Georgia,P,73.13,203,9,31.25,,,,,,,,
2012,D.J. Campbell,California,FS,72.13,201,,,,4.54,22,38,127,4.22,7.08,
2012,Tank Carder,Texas Christian,ILB,74.38,236,9.13,31.5,,4.58,19,34.5,121,4.18,6.89,11.53
2012,Derek Carrier,Beloit,TE,75.38,238,,,,4.5,15,38,122,4.08,6.65,
2012,Brandon Carswell,Southern California,WR,73,201,,,,4.47,18,34,112,4.22,7.04,
2012,Sean Cattouse,California,SS,74.13,211,9.5,33,,4.74,,34,114,4.15,6.99,
2012,Garrett Celek,Michigan State,TE,76.38,250,,,,4.72,19,34,119,4.49,7.12,
2012,Josh Chapman,Alabama,DT,72.63,316,11.88,32,,5.02,29,,,,,
2012,Orson Charles,Georgia,TE,74.5,251,9.25,32.5,,4.83,35,30.5,113,4.37,,
2012,Greg Childs,Arkansas,WR,75.13,219,10.13,34.13,,4.52,19,36.5,125,4.09,6.9,
2012,Morris Claiborne,Louisiana State,CB,71.13,188,8.5,33.25,4,4.5,,34.5,118,4.12,7.01,11.44
2012,Toney Clemons,Colorado,WR,74.13,210,,,,4.4,11,36,128,4.33,6.93,
2012,Danny Coale,Virginia Tech,WR,71.88,201,9.13,30.63,,4.42,12,35,115,4.15,6.69,11.22
2012,Audie Cole,North Carolina State,ILB,76.13,246,10,32.75,,4.76,15,35,114,4.29,6.96,
2012,B.J. Coleman,Tennessee-Chattanooga,QB,75,233,10.38,31.63,,4.95,,29.5,109,4.38,7.07,
2012,Tom Compton,South Dakota,OT,76.88,314,10,34,,5.01,20,30,108,4.6,7.59,
2012,Josh Cooper,Oklahoma State,WR,70.63,190,9.5,31,,4.65,11,31.5,115,4.35,7.12,
2012,Quinton Coples,North Carolina,DE,77.75,284,10.25,33.25,,4.69,25,31.5,109,4.78,7.57,
2012,Paul Cornick,North Dakota State,OT,77.5,310,10.25,35,,5.3,25,,,,,
2012,Aaron Corp,Richmond (VA),QB,75.5,215,9.38,32,,4.61,,31.5,106,4.3,7.03,
2012,Kirk Cousins,Michigan State,QB,74.63,214,9.88,31.75,33,4.84,,28.5,109,4.5,7.05,
2012,Fletcher Cox,Mississippi State,DT,76,298,10.38,34.5,,4.77,30,26,103,4.53,7.07,
2012,Jack Crawford,Penn State,DE,76.88,274,10.25,33.5,,4.74,14,33,116,4.25,7.15,
2012,Richard Crawford,Southern Methodist (TX),CB,70.13,189,,,,4.52,14,39.5,125,4.46,7.4,
2012,Tyrone Crawford,Boise State,DE,76.25,275,9.5,33.75,,4.82,28,33,113,4.44,7.09,
2012,Lennon Creer,Louisiana Tech,RB,71.38,219,9.25,31.5,,4.67,21,33.5,110,4.4,7.26,
2012,Jared Crick,Nebraska,DE,76.25,279,10.13,32,,4.91,26,31,104,4.4,7.47,
2012,Juron Criner,Arizona,WR,74.5,224,10.5,32,,4.66,17,38,117,4.3,7.15,
2012,John Cullen,Utah,OT,76.5,297,9.88,32.13,,5.28,23,27,102,4.59,7.58,
2012,B.J. Cunningham,Michigan State,WR,73.38,211,8.13,33,,4.52,12,31.5,116,4.31,7.1,
2012,Vinny Curry,Marshall (WV),DE,75.13,266,9.25,32.75,,4.87,28,32,110,4.4,6.9,
2012,Mike Daniels,Iowa,DT,72.5,291,9.63,32.5,,4.84,,,,,,
2012,Andrew Datko,Florida State,OT,78,315,10,33.88,,5.19,,29.5,100,4.54,7.71,
2012,Lavonte David,Nebraska,OLB,72.63,233,8.75,31.75,,4.57,19,36.5,119,4.22,7.28,
2012,A.J. Davis,Jacksonville State (AL),CB,71.25,184,,,,4.43,8,35.5,127,4.46,7.07,
2012,Austin Davis,Southern Mississippi,QB,73.63,219,10.38,31.75,,4.69,,31,109,4.11,6.73,
2012,Demario Davis,Arkansas State,OLB,74,235,9,32,,4.49,32,38.5,124,4.28,7.19,11.65
2012,David DeCastro,Stanford,OG,76.88,316,10,32.38,,5.32,34,29.5,98,4.56,7.3,
2012,Alfonzo Dennard,Nebraska,CB,70,204,9.5,30,,4.48,,37,121,,,
2012,Taylor Dever,Notre Dame,OT,77.38,298,9.75,32.5,,5.4,18,28,100,4.9,7.49,
2012,Derek Dimke,Illinois,K,70.75,178,9.25,32,,,,,,,,
2012,Drake Dunsmore,Northwestern,FB,74.13,241,9.63,32.75,,4.63,21,35.5,117,4.03,6.73,11.47
2012,Jeremy Ebert,Northwestern,WR,70.75,200,,,,4.38,16,33,112,4.15,6.7,
2012,Nate Ebner,Ohio State,FS,72,202,,,,4.53,23,39,128,4.04,6.59,
2012,Patrick Edwards,Houston,WR,69.25,172,8.38,29.63,,4.58,5,33.5,118,4.2,7.12,
2012,Michael Egnew,Missouri,TE,77.13,252,9.75,33,,4.52,21,36,131,4.32,7.03,12.07
2012,Rhett Ellison,Southern California,TE,76.88,251,10.25,32.75,,4.78,,31.5,109,4.39,7.16,
2012,Bradie Ewing,Wisconsin,FB,71.75,239,10.38,31.38,,4.73,14,36.5,120,4.16,7.14,11.81
2012,Hebron Fangupo,Brigham Young,DT,72.75,323,10.63,32.75,,5.18,36,31.5,99,4.62,7.94,
2012,Antonio Fenelus,Wisconsin,CB,67.88,190,9.5,31.25,,4.57,20,32,109,4.2,6.8,11.79
2012,Coby Fleener,Stanford,TE,78,247,10,33.38,,4.52,27,37,116,4.3,7.02,
2012,Darius Fleming,Notre Dame,OLB,73.63,245,9.38,33,,4.71,27,33.5,114,4.28,7.03,
2012,Jamell Fleming,Oklahoma,CB,70.63,206,9.5,31.25,,4.43,23,34,125,3.97,6.71,10.75
2012,Donnie Fletcher,Boston College,CB,72.5,199,,,,4.51,17,32,119,4.4,6.99,
2012,Michael Floyd,Notre Dame,WR,74.63,220,9.38,32.88,,4.4,16,36.5,122,4.37,7.11,
2012,Nick Foles,Arizona,QB,77,243,10.63,34.25,29,5.03,,30.5,112,4.68,7.14,
2012,Chase Ford,Miami (FL),TE,78.63,255,,,,4.78,20,33,110,4.35,7.34,
2012,Marcus Forston,Miami (FL),DT,73.25,301,9,33,,5.05,35,28,105,4.79,7.64,
2012,Justin Francis,Rutgers,DE,74,268,10.13,33.88,,4.9,23,32,109,4.35,7.05,
2012,Terrence Frederick,Texas A&M,CB,70.13,187,9.13,31.13,,4.44,16,35,121,4.03,6.59,11.13
2012,Isaiah Frey,Nevada,CB,70.63,188,,,,4.45,18,32.5,119,4.04,6.9,
2012,Tim Fugger,Vanderbilt,DE,75.25,248,,,,4.64,29,34,115,4.2,7,
2012,Jeff Fuller,Texas A&M,WR,76.13,223,9.88,33.63,,4.58,17,32,120,4.42,7.09,
2012,Chris Galippo,Southern California,ILB,73.5,241,9.25,30.5,,4.73,19,29.5,107,4.1,6.9,11.78
2012,Terrance Ganaway,Baylor,RB,71.5,239,9.25,31.63,,4.61,22,37.5,119,4.25,7.15,11.65
2012,Garth Gerhart,Arizona State,C,73.25,305,9.63,33.38,,5.38,25,30.5,96,4.65,7.63,
2012,Adam Gettis,Iowa,OG,74.38,293,9.5,33.13,,4.9,20,31.5,112,4.65,7.99,
2012,Stephon Gilmore,South Carolina,CB,72.5,190,9.25,31,,4.38,15,36,123,3.94,6.61,11.15
2012,Chris Givens,Wake Forest,WR,71.13,198,8.25,31.25,,4.35,19,33.5,118,4.23,6.97,
2012,Cordy Glenn,Georgia,OT,77.75,345,10.13,35.75,,5.08,31,23.5,93,5,8.13,
2012,Najee Goode,West Virginia,ILB,72.13,244,9,31.88,,4.55,,35.5,117,4.35,,
2012,Gino Gradkowski,Delaware,OG,74.75,300,,,,5.25,29,28.5,103,4.78,7.75,
2012,T.J. Graham,North Carolina State,WR,71.38,188,9,32.75,,4.34,8,33.5,120,4.18,6.77,
2012,Cyrus Gray,Texas A&M,RB,70.38,206,9.13,29.5,,4.4,21,32.5,114,4.28,7.17,
2012,Jonas Gray,Notre Dame,RB,69.75,223,10,31.38,,4.58,20,,,,,
2012,Jonte Green,New Mexico State,CB,71.25,191,,,,4.4,15,32.5,122,4.31,7.26,
2012,Ladarius Green,Louisiana-Lafayette,TE,77.75,238,10.13,34.5,,4.45,16,34.5,124,4.47,7.12,12.08
2012,Chris Greenwood,Albion,CB,73.25,193,,,,4.41,16,43,134,4.15,6.99,
2012,Robert Griffin,Baylor,QB,74.38,223,9.5,32.25,24,4.33,,39,120,,,
2012,Robert Griffin,Kansas State,OG,77.63,336,,,,5.54,14,29,100,4.94,8.03,
